PERMNO,2011-07-29,2011-08-31,2011-09-30,2011-10-31,2011-11-30,2011-12-30,2012-01-31,2012-02-29,2012-03-30,2012-04-30,2012-05-31,2012-06-29,2012-07-31,2012-08-31,2012-09-28,2012-10-31,2012-11-30,2012-12-31,2013-01-31,2013-02-28,2013-03-28,2013-04-30,2013-05-31,2013-06-28,2013-07-31,2013-08-30,2013-09-30,2013-10-31,2013-11-29,2013-12-31,2014-01-31,2014-02-28,2014-03-31,2014-04-30,2014-05-30,2014-06-30,2014-07-31,2014-08-29,2014-09-30,2014-10-31,2014-11-28,2014-12-31,2015-01-30,2015-02-27,2015-03-31
91688,-0.113894,-0.172948,0.043336,0.27116,0.074599,0.041451,-0.007186,-0.037305,0.027762,-0.022021,-0.020785,0.067456,-0.008869,0.022931,0.005485,-0.004364,0.049315,0.078051,0.035471,-0.014078,0.118991,-0.034115,0.094923,-0.011722,0.075256,0.01065,0.121841,0.011096,0.087463,-0.030331,-0.223697,-0.19943,0.03152,0.005932,0.036364,0.007133,0.005666,0.007981,-0.100887,0.059221,-0.002452,0.15927,-0.11527,0.134135,0.146672
91727,-0.036697,-0.114286,-0.24086,0.410765,-0.126506,-0.022988,0.258824,-0.039252,0.233463,-0.006309,-0.263492,0.092672,-0.027613,0.064909,0.020952,-0.093284,-0.088477,0.060948,0.631915,-0.102999,0.393895,0.201251,-0.033854,-0.017071,0.031079,-0.325355,0.031537,0.058599,0.279182,-0.083725,-0.117043,0.053488,-0.100442,-0.071166,0.124174,0.043478,0.012387,0.266963,-0.132572,-0.020243,-0.034091,0.349733,0.061014,0.019417,0.277656
91733,-0.184441,-0.005897,-0.017795,0.173357,-0.076294,0.031465,-0.114395,0.021887,-0.058638,-0.092876,-0.083882,0.18088,-0.112125,0.021404,-0.016974,-0.06246,-0.071851,0.065164,-0.00414,0.021709,-0.18038,0.067843,0.036674,0.005481,0.120416,-0.03096,0.054313,0.173593,0.112873,-0.03414,0.023336,0.047619,0.288412,-0.160994,-0.04886,-0.009963,-0.009748,0.001588,-0.046608,0.019288,-0.095922,-0.0166,-0.060917,0.071122,-0.032835
91750,-0.068465,-0.211581,-0.149718,0.186046,-0.047619,-0.005882,0.02071,0.115942,-0.062338,0.005618,-0.122905,0.090615,0.121662,0.05291,0.124682,-0.022624,-0.009259,0.037825,0.164009,0.277887,-0.01072,0.00625,0.057453,-0.028148,0.196646,-0.073885,0.101248,0.039043,-0.019394,0.066003,-0.033878,0.050786,-0.13924,-0.033784,0.004196,0.047887,-0.026882,0.066298,-0.077748,0.093023,0.038564,0.037516,-0.109726,0.12605,0.050995
91814,-0.138577,-0.284058,-0.188259,-0.002494,0.0025,0.054863,0.335697,0.2,0.041298,0.089943,-0.185185,0.086922,-0.074101,-0.028526,0.154975,-0.016949,-0.097701,0.023885,-0.205288,-0.164384,0.086651,-0.051724,0.222727,0.066914,0.082753,0.065165,0.114804,-0.084688,0.181347,0.090226,0.224138,-0.119249,0.023454,-0.125,0.05,-0.002268,-0.105682,0.034308,-0.108108,-0.128099,0.088468,0.095791,-0.023841,0.218453,0.035635
91815,-0.136946,-0.101598,-0.100381,0.241525,0.010239,-0.063063,0.139423,0.009494,0.00627,0.110073,-0.137512,0.181128,0.048668,0.033275,0.023822,-0.067966,0.041741,-0.107417,-0.080229,-0.093458,-0.058419,0.07056,-0.136364,-0.092105,0.092754,-0.169761,0.094249,0.074453,0.0625,-0.136829,-0.075556,0.179487,0.123641,0.0,-0.037485,0.155779,0.01413,-0.034298,-0.107658,0.068408,-0.039581,0.157576,-0.04712,0.063736,0.097107
91822,-0.128918,-0.023082,0.023994,-0.16816,0.098592,-0.04908,0.098387,0.168135,-0.024513,-0.066013,-0.040588,0.124537,-0.067897,0.041018,0.128966,-0.05559,-0.060802,-0.011888,0.081387,-0.001963,0.04918,0.029151,0.03633,0.016857,0.072232,0.00497,0.048943,-0.07211,0.078286,0.070241,-0.064128,-0.17773,0.023438,0.012667,0.046083,0.117422,-0.08281,-0.07721,-0.006164,0.095796,-0.095597,0.014831,0.002088,0.058333,0.005249
91832,-0.071571,-0.089936,-0.235294,0.138462,0.132432,0.114558,-0.012848,0.036876,-0.08159,-0.009112,0.105747,0.137214,0.343693,-0.106122,0.159817,0.032808,0.025413,0.11772,0.241685,-0.233036,0.001164,0.19186,-0.28,-0.323848,0.344689,-0.120715,0.069491,-0.280507,0.11674,0.03353,0.019084,0.157303,-0.302589,-0.023202,-0.026128,-0.002439,-0.03423,0.012658,-0.2475,-0.016611,0.070946,-0.164038,-0.101887,0.008403,-0.191667
91849,-0.041961,-0.097138,-0.024976,0.104767,0.014382,0.006203,0.062971,0.015436,-0.011093,-0.029276,-0.128393,0.059318,-0.004701,0.118564,-0.007179,-0.016288,0.028758,-0.023295,0.030157,-0.026305,0.090196,0.013688,0.07784,-0.014001,0.088789,0.028334,0.073925,0.107402,0.08504,0.041415,-0.081731,0.040507,-0.010858,0.03231,0.069901,0.020234,-0.0305,0.053753,-0.015045,0.055249,0.030958,0.025613,0.039194,0.109189,0.038512
91854,-0.155933,0.004628,-0.146912,0.201555,-0.041265,0.022667,0.08029,0.109863,-0.00146,-0.082827,-0.095679,-0.024649,-0.037153,-0.019226,0.086969,0.018649,0.004514,0.048184,-0.003472,-0.104169,0.047076,-0.104483,0.042584,-0.07479,0.045263,-0.050496,0.211667,0.066608,0.009444,0.109695,0.138542,0.031375,0.017964,-0.168063,-0.026564,-0.048746,-0.161727,0.03814,-0.047868,0.169086,-0.009009,-0.00258,-0.047737,0.180157,0.031416
91883,-0.06061,-0.099986,-0.043206,0.016276,-0.042864,0.051091,0.159667,0.083831,0.027225,-0.012883,-0.055811,0.088859,0.03447,0.052396,0.070254,0.043026,-0.037317,0.024239,-0.08077,-0.025744,0.111934,-0.02259,0.024177,0.177678,0.014136,-0.053213,0.03959,0.076613,0.155805,-0.019679,-0.016458,0.058753,-0.022586,0.0312,0.003181,0.043497,-0.014935,0.024673,-0.030014,0.025925,0.019156,0.018623,-0.104761,0.137148,-0.022201
91900,-0.047438,-0.39243,-0.308197,0.436019,0.019802,0.016181,0.070064,0.125,0.283069,-0.061856,0.015385,0.201299,-0.135135,0.052083,-0.081188,-0.318965,-0.094937,-0.202797,0.135965,-0.127413,0.327434,0.026667,-0.12013,-0.184502,0.239819,-0.116788,0.149173,0.222582,0.085294,0.051762,0.017779,0.273418,-0.057654,-0.156118,-0.09125,0.375516,0.122,-0.080214,0.001938,-0.251451,-0.055556,0.067031,-0.1,0.433048,-0.003976
91902,0.011465,-0.070402,-0.251249,0.346145,0.028894,-0.089393,0.112821,0.04526,0.000948,-0.01547,-0.178772,-0.001176,-0.053985,0.016186,0.069744,-0.028188,-0.077348,0.114525,-0.014459,0.011737,0.073786,-0.120976,0.011315,-0.021864,0.004805,-0.075884,0.023061,0.19116,0.010019,0.018812,-0.074222,-0.02718,0.090248,-0.017593,0.00509,0.065725,-0.119986,0.0,-0.072408,0.010872,-0.029684,0.080419,-0.19732,0.042898,0.104755
91910,-0.09009,-0.039604,-0.381443,0.208333,-0.234552,0.0091,0.0,-0.089286,0.254902,0.320313,-0.165681,0.028369,0.144828,-0.144578,-0.112676,0.18254,0.194564,-0.022417,0.258621,0.114155,0.07377,-0.20229,-0.124402,-0.04918,0.195402,-0.105769,-0.134409,0.186335,-0.052356,0.0,0.20442,-0.036697,-0.014286,-0.024155,0.054456,-0.00939,-0.033175,-0.117647,0.0,-0.033333,-0.091954,0.018987,0.223602,0.195431,0.167728
91915,-0.058909,0.085685,-0.098807,0.094809,-0.04209,-0.056151,0.066522,0.071501,0.049235,0.046014,0.004355,0.0,0.023195,0.010693,-0.042272,0.100758,0.110166,-0.044853,0.083141,-0.00462,0.058993,0.049253,-0.050178,-0.041241,0.04298,0.020604,0.077027,0.033711,0.013106,0.010306,-0.120612,0.012283,-0.013936,0.021027,0.064146,0.129759,-0.072398,0.083537,-0.035421,0.037603,0.035108,-0.020105,0.044688,0.095507,0.112967
91926,-0.139586,-0.045627,-0.003984,0.136,-0.046948,-0.003695,0.304079,-0.070142,0.010703,0.105396,0.104015,-0.095041,-0.118721,-0.103627,0.05896,0.05131,0.038422,0.187,0.170177,0.027358,0.156973,0.038159,0.050759,0.038867,0.134687,-0.067829,0.195641,0.11827,0.100834,-0.052105,0.114307,0.0869,0.043361,0.062915,0.085257,-0.029817,-0.032541,0.058996,-0.08666,0.112863,0.162317,0.053996,-0.038219,-0.05707,0.009883
91937,-0.054038,-0.314496,-0.219982,-0.02355,-0.014118,0.0358,0.018433,0.165158,-0.124272,-0.190687,-0.123288,-0.054687,0.447934,0.110731,0.203494,-0.128096,0.043095,-0.066667,0.009054,-0.022931,0.112245,0.086239,0.246968,0.157723,-0.028214,-0.031522,0.112206,0.067771,-0.062027,0.293349,-0.09126,-0.00229,0.082951,-0.11323,0.172072,-0.020682,-0.020226,-0.086824,-0.040226,0.011084,0.0,-0.077081,0.120267,0.094433,-0.040569
91965,0.037736,-0.145455,0.411348,0.100503,-0.182648,-0.100559,0.701863,0.428832,0.047254,-0.146341,-0.045714,0.658683,-0.110108,-0.093306,0.278524,-0.067367,-0.114447,0.112309,0.089503,0.04021,0.052101,-0.028754,0.039474,-0.075158,0.300257,-0.097368,-0.106414,-0.203915,0.39959,-0.175695,0.207815,0.020588,-0.063401,-0.135385,0.149466,-0.043344,-0.192557,0.142285,-0.252632,-0.046948,0.426108,0.046632,-0.133663,0.074286,0.388298
91975,-0.095099,-0.081649,-0.222271,0.183928,0.025335,-0.041026,0.112786,0.020096,-0.04197,-0.013411,-0.261894,0.009822,-0.01459,0.196175,0.091284,0.01465,0.052166,0.053563,0.07437,0.185373,0.082151,-0.11372,0.059168,0.032478,0.066373,-0.140708,0.073464,0.01631,-0.085588,0.012732,-0.025824,0.114057,0.007201,0.007771,-0.008637,0.001867,0.054348,0.11458,-0.108087,-0.035556,-0.01659,-0.051234,-0.16299,0.182533,0.025283
91977,-0.088749,-0.030868,-0.072488,0.272182,0.045712,0.095088,-0.058579,0.027361,-0.021478,-0.011995,0.082734,0.115864,0.052632,0.045357,0.044756,-0.00132,-0.036009,-0.019877,0.119746,-0.072555,0.046939,0.012135,-0.067401,0.19319,0.023201,-0.027842,0.029525,-0.020261,0.023043,-0.011262,-0.033618,-0.085749,0.016355,0.089339,0.044512,-0.035902,-0.141328,0.075882,-0.07649,0.069328,-0.028513,0.056604,-0.002007,-0.039879,0.039093
91983,0.056694,-0.185158,-0.13455,0.253876,0.163891,-0.054965,0.209414,0.123946,-0.053595,0.039967,-0.183641,-0.085644,-0.039478,0.157368,0.038347,-0.06554,-0.043974,0.069723,0.131038,0.05871,-0.012159,-0.08064,0.01514,0.060767,0.072508,-0.000433,0.162584,0.061906,-0.056102,0.0466,-0.020619,0.084573,0.039742,0.11467,0.013283,0.125962,-0.071248,0.098855,-0.175646,-0.152076,-0.273018,-0.063934,0.183525,-0.020044,-0.018431
92021,-0.055443,0.049571,-0.137255,0.081782,-0.131979,-0.058749,0.072519,0.006908,-0.043958,-0.020702,-0.009791,-0.058784,-0.065566,0.053265,0.069657,0.067016,0.108417,0.033037,0.025061,0.029465,0.036057,-0.012858,-0.046631,0.016067,0.022641,-0.092954,0.027509,0.063363,0.190324,0.060075,-0.05554,0.026335,-0.074247,0.022734,0.00988,0.029119,-0.04691,-0.0475,-0.07226,-0.078247,0.017613,-0.028289,0.008206,0.084012,-0.073197
92029,-0.031515,-0.193575,-0.231764,0.312458,0.047204,-0.120529,0.207242,0.118136,-0.075939,-0.016972,-0.090868,0.004498,0.081592,-0.01104,0.121395,0.040232,0.032695,0.081378,0.102911,-0.07122,0.131753,-0.060671,0.057377,0.155969,-0.006706,-0.05104,0.061753,0.014741,-0.033809,0.090487,-0.127601,-0.034195,-0.012199,0.08012,-0.020915,0.086015,-0.169158,0.000631,-0.232492,0.301274,-0.01674,0.00514,-0.137424,0.110041,0.027704
92034,-0.208763,-0.066686,-0.16092,0.210292,-0.001529,-0.128983,0.130848,0.111353,-0.134061,-0.054299,-0.172591,0.156547,-0.035,0.195411,0.031269,-0.003903,0.061784,-0.114107,0.071451,0.104067,0.051192,-0.189642,0.041653,0.07967,0.033644,0.038567,0.085067,-0.021845,-0.101737,-0.046685,0.077079,0.133441,0.037978,-0.0311,0.156007,0.013883,-0.060612,0.204287,-0.11481,0.031772,0.103099,0.092226,-0.04869,0.164598,0.03402
92035,0.217491,-0.178638,-0.154373,0.06295,0.108291,-0.048855,0.200642,0.256016,0.132517,-0.095865,-0.29262,0.138869,-0.089677,-0.068746,0.002283,-0.131359,0.159091,-0.061086,0.028916,-0.017955,0.033386,0.014615,0.006065,-0.005275,-0.02197,-0.025562,0.015103,-0.109632,0.098505,0.031225,-0.073758,-0.298407,0.0681,-0.010067,0.251977,0.057762,-0.150171,0.001004,-0.217653,-0.062821,-0.214774,-0.129791,-0.165165,0.441247,-0.112313
92038,0.063532,-0.250299,-0.282869,-0.014444,0.109357,0.104675,-0.158234,-0.139891,-0.085133,-0.165278,0.051581,0.14557,-0.124309,0.556782,0.315096,-0.052257,-0.082241,0.040744,0.314894,0.067314,0.053366,0.008636,-0.236301,-0.008969,0.177979,-0.071063,0.032529,0.110666,0.030649,0.003499,0.301569,-0.031696,0.027201,0.059246,-0.186864,-0.012507,-0.054354,0.095982,-0.136456,-0.129127,-0.012187,0.058944,0.114563,-0.216609,-0.15493
92043,-0.032588,-0.001982,-0.071952,0.104092,-0.026658,0.004707,0.012048,0.055556,0.071879,-0.107647,-0.053395,0.032258,-0.059103,0.005054,0.014472,0.016405,0.08,-0.039902,0.045329,0.035315,0.013941,0.01006,0.053785,0.012682,0.014402,0.041975,0.118594,0.099893,0.179462,0.003711,-0.129006,0.053774,-0.025629,0.102907,-0.032636,0.011729,-0.011808,0.022811,0.06442,0.03487,0.061967,0.06735,0.050412,0.043748,0.067462
92044,-0.059143,-0.03592,-0.075848,0.180705,0.010976,-0.050663,0.109276,0.151203,-0.0199,-0.083249,-0.145072,0.026554,0.060568,0.191553,0.117823,-0.018758,-0.002276,0.103558,0.081568,0.11,0.043544,0.064029,-0.01927,0.38504,0.096317,-0.046538,0.019048,0.214019,0.025404,0.048423,0.001432,0.136575,-0.092796,-0.085298,0.101213,0.140448,-0.102324,0.033625,-0.090111,0.09975,-0.028934,-0.0154,0.019106,0.153666,-0.044109
92050,-0.113216,-0.110885,-0.127002,0.069463,0.13848,0.013455,0.033457,0.014389,-0.030395,-0.066876,0.031355,0.160152,-0.084698,0.072086,0.029089,-0.017146,0.034889,-0.033257,0.087182,-0.021673,0.145769,-0.023975,0.183043,0.051909,0.015282,0.045469,0.086983,0.07809,-0.05247,0.002161,0.15903,0.102558,0.000211,-0.206453,-0.026575,0.082992,-0.10915,0.021788,0.020493,0.171506,0.079222,-0.011376,-0.361919,0.079619,0.051056
92095,-0.069465,0.16874,0.027279,-0.053109,-0.056088,-0.089855,0.136943,0.114846,0.0201,-0.118227,-0.104749,0.067083,-0.192982,0.028985,-0.035211,-0.10219,0.134146,0.041201,0.227216,-0.089762,0.078582,0.202857,0.250594,0.013295,0.022493,-0.150321,0.221143,-0.09894,-0.088235,0.051613,-0.107362,-0.046964,0.091346,-0.013216,0.015625,0.010989,0.0,0.15,0.008507,0.361762,-0.061941,0.079971,0.095109,0.057692,0.153666
92102,-0.157915,-0.268684,0.05768,0.251334,-0.05874,0.066935,0.044811,-0.007223,-0.027285,-0.068724,-0.088855,-0.093113,-0.064399,-0.083117,0.080028,-0.072131,-0.059364,0.035312,0.06894,0.082145,0.052698,-0.036353,0.223253,0.233064,0.187372,-0.016229,0.016848,-0.077667,0.018338,0.051452,-0.041943,0.153594,0.037002,-0.044526,-0.003192,0.136087,0.020011,0.05858,-0.049595,0.157374,0.043427,0.055947,-0.104889,0.241338,-0.00756
92121,-0.040374,-0.017571,-0.088235,0.029642,0.011036,0.011755,0.1325,0.104121,0.110963,0.019796,-0.023304,0.044397,0.042799,0.07703,0.02582,0.034483,0.014878,-0.070175,-0.00415,0.003647,0.163769,-0.024532,0.088477,0.004851,0.039253,-0.041608,0.06963,0.026514,0.031226,0.049719,-0.041108,0.073253,0.014116,-0.039354,0.062075,0.048199,-0.014843,0.025385,0.032387,-0.009474,0.031515,-0.000915,-0.169644,0.125782,-0.075927
92177,-0.079851,-0.109489,-0.112022,0.307692,0.242353,-0.087753,-0.295502,0.12279,-0.004374,-0.080844,0.027725,0.052093,-0.391689,0.030523,-0.026798,-0.124638,0.225166,-0.051351,0.207977,0.103774,0.180556,0.222624,0.15396,0.024375,-0.017533,0.154238,-0.011044,-0.134003,-0.03933,-0.062416,-0.408733,0.282082,-0.09254,-0.103018,0.067285,0.105435,-0.300885,0.005626,-0.117483,-0.179081,0.225869,0.192126,-0.274769,0.165756,-0.042187
92184,0.000784,0.153485,-0.031229,0.093203,0.003205,-0.030032,-0.173254,-0.023108,0.013866,-0.045052,-0.163437,0.099698,-0.057692,0.22449,0.004762,-0.034755,0.181669,-0.01385,0.016854,-0.010359,-0.023029,-0.079286,0.211016,-0.112108,0.056277,-0.159836,0.078862,0.112283,0.52981,-0.04783,0.132093,-0.00986,0.160996,-0.028234,-0.001839,0.053427,-0.055964,-0.077807,-0.018481,0.174376,-0.239805,-0.050436,0.111058,0.086484,0.1276
92188,-0.087026,-0.260111,-0.188424,0.326202,-0.063732,-0.076792,0.1947,0.147348,0.016641,0.042163,-0.178804,0.022604,0.037597,0.069192,-0.017882,0.015606,0.059416,0.050604,-0.03881,0.096712,0.027212,0.023233,0.044164,-0.009679,0.058508,-0.013534,0.080395,0.016853,0.03408,0.054289,-0.076973,0.188239,0.030356,0.013736,-0.002243,0.000468,-0.087437,0.058679,-0.118702,0.070698,0.05381,0.021048,-0.091716,0.227593,0.051785
92203,0.082812,-0.09597,-0.11036,0.159992,-0.120042,-0.061167,0.352979,0.061619,0.11504,-0.007895,-0.020232,-0.179102,-0.052826,0.154214,0.134223,-0.068955,0.042685,0.061995,-0.094845,-0.028261,-0.070157,0.221089,0.022068,-0.158206,0.062137,0.018255,0.032326,-0.055244,0.009119,-0.153328,-0.225987,0.101116,0.045319,-0.12664,-0.028304,-0.092987,-0.049778,0.038087,0.052091,-0.008569,0.157023,0.157709,0.187309,0.033213,-0.064582
92205,0.077897,0.110208,0.029292,0.223715,0.043282,-0.086068,-0.359079,0.215645,-0.071304,-0.015918,-0.042816,0.114314,0.131133,-0.022871,0.077078,-0.007868,-0.006798,-0.009886,0.008449,0.026656,0.223294,-0.02547,0.033603,0.058399,0.091581,0.083898,0.073029,-0.036695,-0.107907,0.027633,-0.04414,0.008493,-0.015263,0.125601,-0.05603,-0.109155,-0.221344,0.108049,-0.170812,-0.381215,-0.104592,-0.273504,-0.305882,0.384181,-0.240816
92210,-0.030432,-0.145255,0.035013,0.119637,0.092852,0.051247,0.001283,-0.101217,0.06201,-0.047651,-0.034531,0.224088,-0.124627,0.027929,0.035785,-0.01796,0.0,0.046375,0.131414,0.161504,0.13381,-0.024,-0.018119,0.119069,-0.034632,0.049735,0.11534,-0.015352,0.103827,0.024719,-0.084432,-0.025026,0.062588,-0.123756,-0.024991,0.097087,0.061058,-0.016728,-0.033685,0.01024,-0.033904,0.045948,0.01769,0.091002,0.022805
92220,-0.064016,-0.111951,-0.123227,-0.04392,-0.000967,-0.095595,0.143698,0.020122,0.072477,-0.052609,-0.15079,0.189793,0.000894,-0.014286,0.095109,-0.093052,-0.009576,0.013996,-0.033793,-0.022167,-0.011587,0.022426,0.079262,-0.020785,0.098585,0.062258,0.076799,-0.038288,0.117486,0.020957,0.000684,-0.126496,0.068885,-0.020139,-0.079223,-0.042208,0.020339,-0.068106,-0.051693,0.18609,0.040016,0.003429,-0.031131,0.154781,0.119104
92221,0.001008,-0.151599,-0.201098,0.213023,0.344939,-0.092029,0.098818,0.113387,0.006053,-0.010737,-0.27393,0.080709,-0.118602,0.191139,0.038691,0.017202,-0.143146,0.093245,0.125398,-0.031561,0.129576,0.041736,0.139477,-0.058602,0.089736,0.01073,0.137863,-0.002038,-0.177703,-0.025084,-0.104833,0.079697,-0.085467,-0.019346,-0.087917,0.123381,-0.030398,0.242703,-0.053362,0.253106,0.035182,-0.092976,-0.029216,0.056721,-0.063732
92227,-0.084942,0.065401,0.168317,0.11017,-0.189313,0.009416,-0.014925,0.13447,0.103506,-0.107413,0.005085,0.583474,0.013845,0.217437,0.042278,-0.014901,0.044538,0.037812,0.041085,-0.365599,0.055164,0.002225,0.164262,0.148713,0.071369,0.205267,0.030848,0.02182,-0.065894,0.035924,-0.095839,0.048814,0.171543,-0.162316,-0.080623,0.044952,-0.199577,0.185903,0.01263,-0.348496,0.216216,0.024074,-0.093128,0.027916,-0.075655
92232,-0.161411,-0.082363,-0.276098,0.169811,0.070276,-0.03014,0.207547,0.047794,-0.000877,-0.014047,-0.211042,0.124154,-0.093374,-0.021041,0.058643,-0.034151,0.028898,0.097849,-0.024486,0.063253,0.027384,-0.016544,0.075701,0.112945,-0.043716,-0.03102,0.049705,0.169342,0.027454,0.082832,-0.054904,0.159922,-0.053461,-0.073127,0.063502,0.101327,0.025739,0.07795,-0.181278,-0.049607,-0.005729,0.013444,-0.150979,-0.044643,-0.014019
92239,0.018835,-0.070849,-0.181829,0.331459,0.072846,-0.077445,0.137707,0.001688,-0.044553,0.049961,-0.181377,-0.029861,0.001527,0.052669,0.055828,-0.091082,-0.068045,0.003738,0.132324,-0.013813,0.083037,-0.115981,-0.028678,0.000717,0.071309,0.07604,0.127448,0.016543,-0.060392,0.039161,-0.094537,0.238675,0.01131,0.064898,0.010349,0.096358,-0.025606,0.008807,-0.11722,-0.130473,-0.126387,0.047244,0.111278,-0.017411,0.064267
92245,-0.068079,-0.359307,-0.179054,-0.022634,0.206316,-0.205934,0.01978,0.551724,-0.084028,0.024261,-0.145818,0.104853,0.158431,0.245091,0.102773,-0.014793,0.044545,0.050311,0.060219,0.085628,0.070155,-0.021481,0.094625,-0.027662,0.12909,-0.136063,0.005104,0.035546,0.139054,0.051661,0.015789,0.179332,0.074689,-0.019599,-0.026267,0.077863,-0.060902,0.107219,-0.049753,-0.11239,-0.144419,-0.027463,-0.167894,0.203246,0.033877
92257,0.001097,-0.059597,-0.148156,0.216099,-0.010946,-0.139532,0.097127,0.083489,0.136313,-0.005784,-0.167472,-0.021181,-0.003076,-0.018951,0.086478,-0.123734,0.072903,0.035074,-0.187593,-0.0608,0.098148,-0.106237,0.008794,-0.058071,0.2269,0.023847,-0.038622,0.004697,-0.007997,0.112613,0.004793,0.065565,0.124623,-0.143584,0.04313,0.003212,0.02634,-0.00785,-0.048083,-0.109442,0.052531,-0.061846,-0.065681,0.103372,-0.03597
92293,-0.087043,-0.047307,0.022345,0.114515,-0.091016,-0.105477,0.104102,0.242532,0.024042,0.023918,-0.047291,0.083183,-0.060964,0.129547,-0.0127,-0.094152,-0.129264,0.040518,0.077072,-0.129013,0.007751,-0.127158,0.091639,-0.099013,0.176986,-0.009472,-0.053279,-0.205087,0.035625,-0.003287,-0.096065,0.116732,0.071211,-0.075828,-0.076331,-0.042629,0.048756,0.083254,-0.082111,0.009542,0.066635,-0.032344,0.020147,-0.000898,-0.008536
92294,0.098039,0.044643,-0.219373,0.226277,-0.092262,0.003279,0.176471,0.041667,0.04,-0.24359,-0.220339,-0.004348,-0.126638,0.275,0.023529,-0.095785,-0.042373,0.132743,-0.121094,0.026667,-0.047619,-0.295455,0.380645,-0.163551,0.290503,0.017316,-0.042553,-0.217778,0.102273,0.030928,-0.135,0.052023,-0.274725,-0.189394,0.635514,-0.108571,0.134615,-0.265537,-0.038462,-0.08,0.508696,0.008646,-0.274286,0.141732,0.034483
92296,0.430414,-0.013608,0.026901,-0.111503,0.122661,-0.173064,0.184446,0.214679,0.048819,-0.022531,0.003313,0.089146,0.155741,-0.034208,0.038475,-0.299444,-0.009333,0.15073,0.179834,0.084654,0.034652,-0.008038,-0.12165,0.002105,0.321287,-0.057704,0.029311,0.229578,-0.017527,0.025387,0.096134,0.314997,-0.173467,-0.228407,0.026448,-0.014026,-0.005834,0.161093,-0.088272,-0.069785,-0.042449,0.242114,-0.041112,-0.090473,-0.060439
92302,-0.254137,0.010565,-0.096184,0.170619,0.081028,0.060786,0.07626,0.210568,-0.014881,-0.188654,-0.162185,-0.118025,-0.06103,0.165772,-0.109974,-0.290805,0.079416,0.066817,0.059817,-0.061753,-0.081387,0.125578,0.021218,0.077078,0.194151,-0.003127,0.237846,0.094172,0.056349,0.135184,-0.130673,0.020733,-0.112804,0.057236,0.142305,0.087001,-0.03052,0.001285,-0.129291,0.302874,-0.075792,0.123011,0.030518,0.092808,-0.07549
92322,-0.024001,-0.062669,0.053317,0.081311,0.034775,-0.067643,0.172982,0.093106,0.127943,-0.050705,0.013495,0.04487,-0.091026,0.107446,0.024521,-0.042729,0.087754,-0.020144,-0.004478,-0.094664,-0.082091,0.078238,0.035482,0.103129,0.007791,-0.016452,0.203749,0.078604,-0.014823,-0.239641,-0.111997,0.046436,0.086409,-0.099856,-0.032037,0.076678,0.010065,0.053937,0.214366,0.022341,0.047016,0.010673,0.032071,0.066849,0.071682
92326,0.090577,0.060335,-0.257464,0.171239,-0.264943,0.029121,0.331554,0.091018,-0.016906,0.134953,-0.162055,0.044811,0.074492,0.044118,0.232394,0.0,0.244626,0.066681,0.20414,0.049872,-0.081168,-0.045525,0.421961,-0.245343,-0.00443,-0.076711,-0.10042,0.031153,0.01284,0.100051,-0.145982,0.081154,0.073698,0.163314,-0.027263,0.024012,0.018469,0.070093,-0.098731,0.086072,-0.026554,-0.168242,-0.010075,0.108821,0.013575
92395,-0.001656,-0.039801,-0.086356,0.132325,-0.023372,0.136752,-0.231579,-0.001957,-0.154902,-0.118329,-0.110526,0.0,-0.088757,-0.126623,0.561338,-0.166667,0.117143,0.030691,-0.047146,-0.072917,0.205056,-0.13986,0.02981,-0.236842,0.017241,-0.220339,-0.004348,0.065502,-0.295082,-0.023837,-0.138773,0.175657,0.193529,-0.161656,0.000588,0.181551,-0.074092,-0.274973,0.092593,-0.357966,-0.035903,-0.392114,-0.598198,0.67713,-0.048128
92400,-0.381496,-0.036283,-0.002642,-0.008609,0.131597,0.042503,0.209513,0.024813,0.147099,0.152131,0.005531,0.161568,0.251554,0.103334,0.086155,0.101421,-0.038338,-0.015835,0.120197,0.000169,0.186349,0.167189,0.00183,-0.051638,0.243354,0.026854,0.072722,0.070699,-0.118224,0.021849,-0.135096,0.205529,-0.125652,-0.070789,-0.108766,-0.022271,-0.286109,0.05533,0.002796,-0.062914,0.18263,0.042774,-0.047655,-0.178781,-0.406479
92402,-0.058121,-0.025923,-0.12265,0.10089,0.010782,-0.024296,-0.010629,0.085942,0.040418,-0.005977,-0.075977,0.006211,-0.025573,0.05822,0.020239,-0.247276,0.076466,0.068621,0.088738,-0.018079,0.024147,0.00501,0.033431,-0.055902,0.053502,0.070185,0.073314,0.012668,0.088791,-0.015093,-0.022873,0.023174,-0.015786,-0.057648,0.064627,0.062326,-0.013086,0.019668,0.019072,-0.003828,0.036434,-0.019024,0.134486,0.045894,0.092675
92421,0.080675,-0.362847,-0.242507,0.377698,-0.04047,0.110204,-0.046569,0.114396,-0.096886,0.020434,-0.205257,0.053543,0.019432,-0.036657,0.061644,-0.108244,-0.059486,0.08547,0.114961,-0.194915,-0.075439,-0.024668,0.005837,-0.079304,0.138655,-0.049815,0.137864,0.081911,-0.118297,0.085868,0.01318,0.04878,-0.048062,0.117264,-0.027697,0.071964,-0.166434,-0.120805,-0.181298,-0.090909,-0.279487,-0.352313,-0.225275,0.255319,0.00565
